site_id,closest_gage,gage_riv_dist_m
01_11_BR,11106550,10159.192044465231
01_AC_DS,11023000,10592.354525239429
01_AC_US,11023000,10592.354525239429
01_CENTR,11106550,10669.808156244526
01_FC_DS,11022480,8801.447461969236
01_FC_US,11022480,8801.447461969236
01_FV-DS,11023000,0
01_FV_US,11023000,451.41800353577855
01_RR_BR,11106550,10159.192044465231
01_RR_BR_CCWTMP,11106550,10363.361550872196
01T_MU_N,11106550,9974.188916725889
02_MV_Adj,11023000,3265.9867089920394
02_MV_Down,11023000,3321.970970137288
02_MV_Ups,11023000,2602.0420379169304
02_PCH,11106550,8956.246128981125
02_PCH_CCWTMP,11106550,9123.924509449545
03_CAMAR,11106550,0
03_CONEJ,11106550,2176.7725652853405
03_MV_01,11023000,3296.415250210093
03_MV_02,11023000,3195.2506424699336
03_MV_03,11023000,3098.967149191674
03_MV_04,11023000,3296.415250210093
03_MV_05,11023000,3296.415250210093
03_MV_06,11023000,3265.9867089920394
03_MV_07,11023000,3265.9867089920394
03_UNIV,11106550,0
03_UNIV_CCWTMP,11106550,246.57979315000853
03D_CAMR,11106550,3210.6034051100287
03I_CAMR,11106550,3210.6034051100287
04_PCH,11106550,8956.246128981125
04_WOOD,11106550,12516.285941323487
04_WOOD_CCWTMP,11106550,12516.285941323487
04D_LAS,11106550,8075.196570597555
04D_WOOD,11106550,12827.155466288299
04D_WOOD_CCWTMP,11106550,12827.155466288299
04OTH,11181390,40988.41633573669
05_ACB,11023000,11016.243853182723
05_ACC,11023000,10693.783700398779
05_CENTR,11106550,20199.485743212786
05_FC,11022480,4476.781845582554
05_FV,11023000,0
051CTC275,11172175,5291.950763252053
051CTC400,11172175,6181.186900519759
05T_HONDO,11106550,27092.120484600306
06_SOMIS,11106550,11095.720281604536
06_UPLAND,11106550,9329.207115469148
066GAC550,11172175,6722.753705084145
06OTH,11459500,9107.999414938457
06T_FC_BR,11106550,14267.328451552032
07_MADER,11105850,881.391715341902
07D_SIM_BUS,11105850,372.6140048123096
07D_SIMI,11105850,3105.644447833238
07T_DC_H,11105850,2969.0129117164242
1-325,11467600,31801.282953385115
1-326,11467600,31996.74939796367
1-327,11467600,32345.178816641273
1-328,11467600,32442.949908524493
1-329,11467600,32557.678157475704
1-330,11467600,33022.18291633174
1-331,11467600,33043.98817393259
1-332,11467600,32197.462600202805
1-333,11467600,33043.98817393259
1-334,11467600,33043.98817393259
1-335,11467600,33043.98817393259
1-338,11467600,33043.98817393259
10000,11118500,15962.790304378026
103CDCHHR,11532500,233.3130326024832
103ML0155,11532500,688.4491447322051
103SF0039,11532500,2862.681704754878
103SM6897,11532500,3335.4522442905654
103ST0551,11532500,10152.065343051838
103ST1680,11532500,2428.0967007968484
103WE0817,11532500,7244.32088954793
103WE1072,11532500,12581.584825325155
103WER026,11532500,11000.009162232773
105BG0886,11521500,4082.5809323110543
105CE0029,11517000,9408.143302391776
105CE0141,11516530,8145.716100533584
105CE0173,11517500,16817.21387777495
105CE0205,11517000,21817.734074490985
105CE0269,11517000,16356.643553438802
105CE0381,11516900,14791.960908799254
105CE0525,11517000,6109.317177852278
105CE0685,11517500,12322.234656076864
105CR0901,11523000,3129.7000807853065
105CR0908,11530500,10577.768479819966
105CR1004,11523000,8297.262937070476
105EI0066,11521500,7049.0807913430735
105FC1120,11489500,1070.3678859499214
105FC1297,11522500,13556.702373968597
105FCA002,11523000,2004.4187002556769
105FCA014,11530500,9303.518692625325
105FCA020,11523000,2004.4187002556769
105FCA034,11523000,9109.484367428367
105FCA056,11530500,9303.518692625325
105IN1545,11521500,1094.1891243122304
105IN2529,11521500,1973.3518251360213
105IN3286,11521500,4221.263555516905
105IN4395,11521500,7659.969158844807
105KL0330,11530500,3471.9861256953745
105KL2802,11523000,170.38010618577425
105KL2814,11523000,157.67521766253196
105KL6175,11520500,0
105KL9073,11516530,0
105KL9084,11516530,375.19688667848106
105KLAMKK,11530500,7989.6228645329375
105KLMHAT,11516530,275.1006628121247
105LG0421,11521500,3862.1740955899995
105MARDWx,11530500,8751.197484649474
105NC0497,11530500,16732.53133062842
105PIG154,11516530,7478.608915682149
105PS0087,11516530,8708.106074029398
105PS0092,11489500,4073.844120754984
105PS0107,11519500,24264.199126414325
105PS0188,11516900,15232.995679174903
105PS0193,11521500,761.0777845047519
105PS0267,11520500,11643.496165076393
105PS0295,11517500,3812.916768845262
105PS0380,11516530,10526.063811038053
105PS1148,11516530,12442.400458675093
105PS1404,11516530,5333.9848478884205
105PS2018,11516530,9024.046216150586
105PS2428,11516530,8402.657833197343
105SC2552,11519500,11145.129167277022
105SC3110,11519500,6046.098712714178
105SC3291,11519500,4374.222246026544
105SC3781,11519500,0
105SC5049,11519500,11538.982253243747
105SH1452,11517500,10379.86900463069
105SHAHW3,11517000,3774.1861412676603
105SHAMON,11517000,0
105SI0473,11521500,7859.582284107174
105SR3070DS,11517000,852.357166423106
105SR3070TW,11517000,599.2155782742791
105SR3083DS,11517000,3774.1861412676603
105SR3083TW,11517000,3560.307562162665
105SR3171DS,11517000,852.357166423106
105SR3171TW,11517000,852.357166423106
105SR3192DS,11517000,59.29195033425361
105SR3192PO,11517000,59.29195033425361
105SR3192RW,11517000,59.29195033425361
105SR3192TW,11517000,59.29195033425361
105SR3237DS,11517000,451.0307748332477
105SR3237TW,11517000,451.0307748332477
105SR5032RW,11517000,5152.8521725841165
105SR5032TW,11517000,5049.166257880764
105SR5032US,11517000,5152.8521725841165
105SR6074_2DS,11517000,12495.419579396694
105SR6074_2TW,11517000,12665.375204634627
105SRA01T,11517000,7026.629349395321
105SRA1DO,11517000,4593.236483467103
105SRA4DO,11517000,3774.1861412676603
105SRL1DO,11517500,10441.385534116076
105SRM01T,11517000,59.29195033425361
105SRM1DO,11517000,59.29195033425361
105SRMQ,11517000,0
105SRO01T,11517000,6656.563216616037
105SRS1DO,11517000,3174.073411738852
105SRS3DO,11517000,3571.508682982181
105SRT1DO,11517000,11572.539448600717
105SRYQ,11517500,0
105ST0607,11521500,1014.0460954244936
105ST0618,11516530,2415.0982633607236
105ST0643,11530500,11884.774157037858
105ST0644,11516530,14733.592363442183
105ST0646,11516530,4172.856258361037
105ST0647,11530500,967.6145422573486
105ST1663,11517500,10751.631532653606
105TU0021,11517000,3143.418615201134
105WE0603,11523000,4428.921433270627
105WE0613,11521500,8180.117009109446
105WE0857,11520500,4212.971439472163
105WE1000,11517500,15864.936099859038
105WLKAKR,11520500,8784.903359328518
105YREAND,11517500,12153.32238895045
105YREHW3,11517500,16726.01673521275
1060,11467600,22769.74517615186
106CE0377,11528500,2115.553987195768
106CE0577,11525854,8526.64796753395
106CE0713,11525655,21289.267341111943
106CUBLUF,11530000,10245.933328717201
106FC0022,11525600,10558.980343908632
106FC1183,11525600,10558.980343908632
106FCA008,11528500,5879.941572824118
106FS0431,11528500,5186.979738410737
106HF0019,11528500,1755.6635233444954
106HLCACC,11530000,15067.060677257781
106MNCAHC,11528500,13265.596687538387
106NC0678,11530000,13933.394033132761
106NF0015,11526400,1278.8148759389017
106PLL161,11525500,6695.966607248013
106PS0022,11528700,5969.049274011978
106PS0106,11526500,4486.02458236689
106PS0166,11530000,10724.011757422057
106PS0314,11523200,499.8804173287148
106PS0362,11526250,13191.64653959587
106PS0371,11523200,21043.503221967294
106SF3551,11528500,2723.8446943735985
106ST0215,11526250,9477.954974954546
106ST0233,11523200,7962.142154200057
106ST0234,11523200,7962.142154200057
106ST0289,11523200,6347.663286358268
106ST0420,11525500,8031.901802312921
106ST0421,11525500,7599.264021011649
106ST0422,11525500,8206.122174502312
106ST0427,11526500,6806.3126995492285
106ST0782,11525500,12698.550294363697
106ST1798,11523200,9680.76503177435
106ST1799,11526400,11653.721528825527
106ST1800,11527000,10867.750788450454
106ST1801,11523200,0
106ST1802,11527000,10689.875986995761
106ST1821,11525854,3072.9156412378215
106TR6801,11525500,0
106TRINDC,11525854,1574.2353949031926
106TRINHP,11530000,93.91450396548225
106TRINPB,11525630,3616.154395850122
106TRWILC,11526250,7444.076100082359
106WE0574,11523200,27581.67221178448
106WE0580,11527000,12497.998672243843
106WE0587,11528500,6267.221719220868
106WE0593,11527000,19069.880725600528
106WE0768,11525854,14271.858455557198
106WE0812,11525854,7335.274910436595
106WE0831,11528500,18559.6946396706
106WE1062,11525854,7490.848014061843
106WE1079,11523200,20233.698948893012
106WER037,11530000,13807.613808979706
106WER062,11523200,20605.466592866327
11-100,11023000,67566.36168121194
11-331,11044250,4412.572601625917
11-332,11044250,4203.350418411281
11-333,11044250,4203.350418411281
11-334,11044250,4203.350418411281
11-335,11023000,64658.812788088944
11-336,11023000,65130.81456665381
11-337,11023000,64658.812788088944
11-338,11023000,64511.66374507188
11-340,11023000,64511.66374507188
11-341,11023000,64511.66374507188
11-343,11023000,65130.81456665381
11-344,11023000,65130.81456665381
11-345,11023000,64511.66374507188
11-346,11023000,64511.66374507188
11-347,11023000,64511.66374507188
11-348,11044250,4203.350418411281
11-349,11044250,4203.350418411281
11-350,11023000,65543.42546103985
11-351,11023000,65543.42546103985
11-352,11022500,86888.89987634773
11-353,11022500,86888.89987634773
11-354,11023000,67566.36168121194
11-355,11023000,65543.42546103985
11-356,11023000,69000.16743750655
11-357,11022500,86416.88430170383
11-358,11022500,86416.88430170383
11-359,11023000,65386.24510512323
11-360,11023000,65386.24510512323
11-361,11023000,65386.24510512323
11000,11118500,13128.398358307906
111AL1359,11476600,791.2939377211878
111BA10xx,11472160,8668.045519143463
111BA11xx,11472160,10375.063824139754
111BA12xx,11472160,10063.17060299284
111BA13xx,11472160,9787.310854357878
111BA14xx,11472160,13551.438651858254
111BA15xx,11472160,11264.667070792097
111BA16xx,11472160,9691.630869087898
111BA17xx,11472160,11194.619518789441
111BA18xx,11472160,11881.773902928548
111BA19xx,11472160,16420.78351224785
111BA20xx,11472160,15101.533876002559
111BA21xx,11472160,12299.503044367684
111BA22xx,11472160,15918.089420332995
111BA24xx,11472160,14711.898618367672
111BA3xxx,11472160,18825.352487429504
111BA4xxx,11472160,14195.73618830214
111BA5xxx,11472160,13952.742207312884
111BA6xxx,11472160,13368.279157475426
111BA7xxx,11472160,13111.971390513088
111BA8xxx,11472160,8010.870591290352
111BA9xxx,11472160,8440.76799508369
111BN0329,11471500,7862.0232281170565
111CE0569,11476600,2336.468496803053
111CF1805,11476600,3826.202609135334
111CR1012,11477000,6115.819689465394
111CW0458,11476600,4958.887092138852
111EC0137,11475560,435.7455222060744
111ECASER,11475560,0
111EELFCS,11471500,297.40374281137485
111ELSFAB,11476500,9497.306037831524
111ER1574,11478500,66878.9364312442
111ER1798,11478500,74031.54722998971
111ER3656,11475000,12698.17913277683
111ER6140,11472150,7963.341404799658
111ER6381,11472150,255.26559964168086
111ER7910,11471500,168.56328781543507
111ER8102,11471500,6279.674727187
111FC0039,11474500,7928.928272653714
111FC1098,11475560,58631.14102751693
111FCA207,11476500,15163.13361002744
111HR0606,11476600,2250.2872376091827
111LKPL01,11470500,3478.7167077407858
111LKPL02,11470500,1664.7112780908599
111LKPOUT,11470500,1233.7321964626103
111LM0001,11476600,2613.8166506153543
111MF0034,11473900,2671.806363553541
111MJE001,11478500,13019.711399024456
111MJE002,11478500,2390.320733423474
111MJE005,11476500,10463.349957383096
111ML0252,11476600,1885.045859958023
111NC0351,11475800,16554.37572836473
111NC0569,11478500,4962.684100375021
111NF1843,11474500,344.7638501824468
111PAL105,11476600,4886.814623748089
111PLP137,11470500,4596.623760675357
111PS0008,11472160,24173.25195480754
111PS0013,11478500,84070.12670106943
111PS0057,11478500,8387.821856639026
111PS0095,11475800,24591.51777768474
111PS0121,11476500,12710.862571211195
111PS0159,11475560,15947.146264288063
111PS0160,11470500,8983.240763855894
111PS0269,11476600,1068.9527598034197
111PS0313,11478500,2033.9803010401386
111PS0336,11472900,1974.2561499035576
111PS0361,11477000,18863.519313692148
111PS1134,11470500,14219.83885697733
111PSO287,11475560,10128.31758124827
111SC0166,11476500,10845.849292645264
111SF0119,11476600,9061.631832600151
111SF1569,11476500,12299.067447843421
111SF1784,11476500,8075.436847612801
111SF1819,11476500,7095.247585870385
111SF1944,11476500,4979.306800049287
111SF2278,11476500,281.4453519453317
111SF2423,11476500,3196.053929206223
111SF2538,11476500,5094.186466647692
111SF2683,11476500,7562.355854419788
111SF2765,11476500,8877.028637287896
111SF6221,11475800,2059.375346008583
111SF6856,11475800,10566.289208596607
111SF8921,11475500,9954.488578702823
111ST0426,11477000,49.48856197635678
111ST0746,11470500,3394.2346425125443
111ST0747,11470500,1997.5010193818803
111ST0748,11470500,2247.0857357548703
111ST0749,11470500,1997.5010193818803
111ST0750,11470500,7627.990829029133
111ST0751,11470500,5036.130224232248
111ST1837,11477000,18111.83110656977
111ST1898,11477000,21622.784212619325
111TGCAER,11470500,11361.283752091736
111TKCAER,11471500,5897.559870599217
111TTCAER,11471500,6560.482308816372
111VD0160,11477000,14129.802355485144
111VD4108,11478500,10475.092568409078
111WE0600,11477000,10909.647135914978
111WE0606,11475800,22542.57677769765
111WE0813,11474500,10948.545034089508
111WE0826,11472150,12485.995946910949
111WE0832,11475500,13838.35211574307
111WE0837,11472900,8597.79120352202
111WE0844,11476600,6149.995976524995
111WE1057,11478500,19133.87395612665
111WE1092,11475000,13619.921087262606
111WER046,11475560,3457.0205343335992
111WER047,11475560,1274.6170233099256
111WER080,11476500,10345.678085723728
111WER098,11478500,1800.9562856494315
111YC0468,11477000,22851.835584638317
1120,11468500,20346.904310164402
112BLU001,11468900,2622.1268794017715
112EUB001,11468900,11404.06504950173
112EUB181,11468900,10845.040780200052
112EUB182,11468900,11036.450219692731
112EUB183,11468900,11179.31375365007
112EUB184,11468900,11318.367940610784
112EUB185,11468900,11430.40501498475
112EUB186,11468900,11843.599046894764
112EUB187,11468900,11948.751919982242
112MA0903,11469000,26.333677012817304
112MATETT,11468900,0
112MCK001,11468900,18747.2137469249
112MREBNF,11469000,15496.439902866518
112NF0585,11469000,2176.2298404153344
112PS0260,11468900,9622.053658148454
112WE1063,11468900,12648.998650552941
11359FTBG,11468500,20346.904310164402
113ALBMST,11468000,29660.743422114163
113BSCCCx,11468500,16592.481111538844
113BU0067,11467510,4891.820277731535
113CG1885,11468500,17353.699835127783
113GA2733,11467600,3888.6094500268778
113GAR008,11467600,5969.684023398508
113GAR012,11467600,10233.020628127184
113GAR024,11467600,6580.302732977515
113GAR030,11467600,11602.175104185986
113GAR045,11467600,9232.108358057125
113GAR046,11467600,14164.183585550569
113GAR047,11467510,25006.656251943805
113GAR056,11467600,34051.42510395941
113GAR061,11467600,7793.562705901956
113GAR083,11467600,26542.235105621432
113GAR084,11467600,486.42980877500736
113GAR088,11467600,6735.0087514517345
113GAR094,11467600,13120.941599877422
113GAR099,11467600,20479.784715124824
113GAR109,11467600,10510.918280304275
113GAR110,11467600,14527.074640003459
113GAR115,11467600,8720.223858809768
113GAR120,11467600,33491.99607575662
113GAR164,11467600,2393.535349089559
113GAR179,11467600,9165.26835843544
113GAR244,11467600,4148.77462702636
113GAR284,11467600,1764.0545152958523
113GAR308,11467600,7930.211146508237
113GAR324,11467600,8932.69884947488
113GR0241,11468000,23570.97633698953
113GR1010,11467600,4010.7967607994583
113GR1131,11467600,913.130381925974
113GU4637,11467510,13333.42950247421
113GUASRP,11467510,6220.335042572833
113HC0001,11468500,11933.889040503886
113HC0071,11468500,12021.894266008854
113HC0261,11468500,12292.016645413674
113HC4016,11468500,17489.560220201547
113MSNDIM,11468000,4611.62196833336
113NA3269,11468000,4530.9845744686145
113NAVDMC,11468000,5185.371186172459
113NC0028,11467600,23257.742679169092
113NC0104,11467500,2871.19630355001
113NC0204,11467600,11112.22814559302
113NC0340,11468500,1670.737208594566
113NC0396,11467600,14361.944717718627
113NFNDIM,11468000,5185.371186172459
113NG0100,11467600,2850.9144057018116
113NN8146,11468000,12988.023504543658
113NO1811,11468500,0
113NRR1xx,11468500,237.7517982336845
113NRR2xx,11468500,237.7517982336845
113NRR3xx,11468500,300.51073570845324
113NRSFBG,11468500,9413.69368739308
113PCLR1x,11468500,25037.378684475578
113PCLR2x,11468500,25037.378684475578
113PCLR3x,11468500,25068.500812074828
113PCUR1x,11468500,28477.012507823783
113PCUR2x,11468500,28477.012507823783
113PCUR3x,11468500,28477.012507823783
113PD0001,11468500,15890.73096289452
113PS0084,11468500,3945.776346680209
113PS0120,11468000,5611.913898584407
113PS0168,11467510,14450.058862621592
113PS0204,11467600,11112.22814559302
113PS0360,11467510,24283.635335294483
113RP0051,11467510,6424.968398988132
113SF2035,11467500,828.3084699836338
113SG0010,11467600,14417.512580884164
113ST0514,11468500,14221.819763852889
113ST1208,11468500,16039.654642509271
113ST1230,11468500,20276.790223615273
113ST1664,11468500,14360.030418523571
113VR0001,11468500,17981.063813746878
113WE0619,11468500,2781.751357291905
113WER082,11468500,7979.0845948046845
113WF0079,11467500,1130.4074367087878
1140,11468500,8645.985383083436
11447650,11336580,12092.634742012957
114AT0714,11467000,11463.028051705596
114AU0318,11467200,5317.718856601023
114AU7778,11467200,13492.019529664389
114BC0183,11466065,266.69141228751187
114BCR1xx,11463900,7910.042259174309
114BCR2xx,11463900,11421.846292058748
114BJCR1x,11467200,10349.429180569012
114BL1999,11465680,6528.119272422301
114BPCR1x,11467200,12456.49475666952
114BPCR2x,11467200,13682.866241913254
114BR1802,11463900,6958.379981285364
114BRCR1x,11463900,9532.39839080147
114BRCR3x,11463900,9996.173831751612
114BS0310,11463200,662.8526565460047
114BSCAGS,11463200,0
114BSCLRx,11463200,1151.0543251754525
114BSCMRx,11463170,7891.202931934565
114BSCURx,11463170,2769.5016255399496
114BWFRPE,11465680,576.799369009231
114C01EDR,11467200,14881.84844057815
114C02SPR,11467000,149.74683385982325
114C03OMR,11467200,12970.660786989094
114C04TRF,11467000,3789.2702493624856
114C05MNS,11467200,13391.070779078049
114C06VRG,11467000,3723.1503258898165
114C07MRC,11467000,26534.30545886741
114C08FRS,11463900,17753.241832046737
114C09WDC,11465200,7735.661964695509
114C10AVR,11463900,17465.216088575362
114C11RDH,11463980,1332.4396164330115
114C12FSM,11467200,10685.704827827165
114C13LSA,11467000,26572.2901501646
114CCAJRT,11465750,3716.5613258985527
114CCPOTV,11461500,1118.988428871272
114CCR1xx,11463900,9511.41325153515
114CCR2xx,11463900,10129.481749104854
114CE0183,11466800,14880.665037051596
114CE0259,11463170,2395.312356712648
114CE0283,11461500,2990.4844602225103
114CE0291,11463200,8062.735757739407
114CE0535,11466320,31679.47903382009
114CE0567,11466170,5080.949979828906
114CE0695,11466200,349.7960811529472
114CL0678,11465700,0
114CL9596,11465690,5775.140410629777
114CLOSTP,11463200,9640.43221984801
114CO0584,11465660,0
114CO0655,11465660,0
114CO2279,11465660,1726.2949883877411
114CO3423,11465660,3864.588108867686
114CR0903,11463200,1922.6145208790686
114CR3673,11465680,6083.084790023386
114DB0147,11467200,11270.629161280414
114DBCR1x,11467200,15084.166739713763
114DBCR4x,11467000,23509.969633793648
114DC0037,11465350,215.82184295444722
114DC3277,11465000,0
114DCLRxx,11462500,14479.629979397083
114DCURxx,11462500,14721.955823286691
114DDRC59,11467000,3235.548661689759
114DFMR68,11464000,323.5596041377463
114DLCLRx,11461000,10759.266333379222
114DLCMRx,11461000,11861.061422686322
114DLCURx,11461000,12558.277680901188
114DRCRRR,11465350,255.69087717779144
114EACR4x,11467200,8186.222225600975
114EACR6x,11467200,13338.807587297804
114EF0373,11462000,446.46455818397135
114EF6000,11461500,4386.768752897995
114EF6320,11461500,4537.820113765054
114EFRR20,11461500,736.8362586658502
114EWCBSC,11466800,8609.458617224182
114FCA002,11466800,11670.159561225224
114FCA031,11463200,1922.6145208790686
114FCA199,11463170,10750.672035381998
114FCASCx,11463200,11040.613152643373
114FCR2xx,11465350,2684.5576631370327
114FCR3xx,11465350,2723.5179537766985
114FCR4xx,11465350,2767.510897667454
114FCT1xx,11463200,11346.202594813323
114FCT2xx,11463200,12230.77333549812
114FO3662,11465350,2941.4888318919457
114FO3662_SWAMP,11465350,2941.4888318919457
114FR0102,11463900,4009.7724378398934
114FZ3710,11467200,9575.286239426654
114GBCLRx,11461000,12016.682569279967
114GBCURx,11461000,13095.765916847267
114GCR3xx,11467200,9508.623719586745
114GO0351,11465680,2910.9667484463826
114GO1321,11465680,3510.1206735585374
114GO1341,11465680,3510.1206735585374
114GV2455,11467000,6083.212522715221
114GV3469,11467000,7855.561302641132
114GV5331,11467000,10958.077249792774
114HBCRWD,11465680,2447.996591877428
114HBCSFD,11465680,3379.325690118474
114HCASCx,11463200,5432.322659386509
114HI1148,11465680,5362.744545314316
114HI1707,11465680,2447.996591877428
114HI5450,11465680,5362.744545314316
114HU0220,11466170,43480.241872025006
114JCADCx,11462500,13796.462518195682
114JVCLRx,11466320,31073.701028133004
114JVCURx,11465750,35730.10353143282
114KDCLRx,11467200,949.3709886688465
114KDCURx,11467200,2378.5378847731095
114KLCT41,11463900,10527.87107446275
114KLCT42,11463900,10237.539116499274
114KLCT53,11463900,10704.221703340208
114LAGMIR,11467000,4066.582713549031
114LAGSTP,11465680,452.98699950837295
114LAGWOH,11466800,3388.1290789042746
114LBCR2x,11463900,9013.41319170713
114LCNAMS,11467000,29327.212635286407
114LDSRGW,11465660,2655.0934858963074
114LDSROR,11465750,236.0897693089014
114LG0877,11466320,2869.9010816383
114LG0916,11466320,2869.9010816383
114LG0958,11466320,2869.9010816383
114LG1059,11466320,2784.2671109156527
114LG2042,11465750,306.24576847386356
114LG2125,11465750,538.8176156784149
114LG2320,11465750,0
114LG2364,11465750,1085.3627359322898
114LG2577,11465750,750.594611862487
114LG2850,11465750,1315.1523316536068
114LG3219,11465750,3305.677267276806
114LG3324,11465750,2697.7558448373
114LG3411,11465750,2990.079543904673
114LG3704,11465750,3716.5613258985527
114LG4844,11465750,6665.922082991661
114LG5615,11465680,4594.987748103782
114LG5615_SFEI,11465680,4650.80742801152
114LG6367,11465680,2625.3271015210316
114LG7508,11465680,452.98699950837295
114LG8693,11465660,2071.29332377674
114LG9440,11465660,4116.767798163681
114LY0010,11463900,12980.576520563896
114MA2364,11463900,1469.366498406229
114MCR1xx,11465350,1750.7095279721284
114MCR2xx,11465350,3304.493918077921
114MCR3xx,11465350,7056.683754872395
114MCR4xx,11465350,11589.784046622226
114MCR8xx,11465350,7111.0668203536725
114MENDWx,11461000,3951.416096499208
114MJCAWR,11467000,2994.3935211390335
114MLCLRx,11461000,11184.34645980898
114MLCNFL,11461000,11463.412892416334
114MLCNFU,11461000,13216.436844485566
114MLCURx,11461000,13038.498538782678
114MRCMRx,11462500,12432.888194617044
114MRCURX,11462500,18725.464574984606
114MW0020,11466800,4143.6317301493855
114MW0211,11466800,3388.1290789042746
114MW0908,11466800,69.72940313842531
114MW0930,11466800,0
114MW0930_SWAMP,11466800,0
114MW1361,11466800,2040.2904070723325
114MW2583,11466800,6595.849932053039
114MW2687,11466800,7108.608161150409
114MW3807,11466800,13695.957199940227
114MW3972,11466800,13695.957199940227
114MW4198,11466800,14674.331995408495
114MW8213,11466170,45569.57381161429
114MW8405,11466170,46224.79027475857
114MW8747,11466065,51624.571979142325
114MWCR1x,11466800,4105.881266804309
114MWCR4x,11466800,4007.0146083753243
114MWCR5x,11466800,4007.0146083753243
114MWCR6x,11466800,3886.0901886097554
114MZ0557,11466170,0
114MZ0981,11466170,765.3677690067883
114MZ2968,11466170,4284.813690418022
114OFEWFS,11466200,1071.4288497004752
114OFNDCR,11466065,2430.4025278977106
114OFNUBA,11466170,0
114OFNUFL,11466170,1422.735197638724
114OFNWPB,11466200,0
114OFSERB,11466320,6288.621109718132
114OFSUYA,11466170,2660.189443836174
114OFUAFA,11466170,2106.4412472673785
114OFWWFS,11466200,1071.4288497004752
114OVCOVx,11463200,6421.4822975402685
114PA3647,11465350,12623.310909359916
114PCLRxx,11463000,11275.640830238284
114PCR1xx,11465350,11291.96682717186
114PCR2xx,11465350,12861.576928985603
114PI0729,11466320,3059.7643873136744
114PI5786,11466320,5502.982918610125
114PL8130,11466320,11096.124191444054
114PLM149,11462000,2308.153087880401
114PLS121,11465000,9195.6423218577
114PN0572,11466320,5153.207202440273
114PO5547,11466800,10919.478277617449
114PS0088,11467200,8075.53018029814
114PS0145,11463000,2820.2688599102175
114PS0149,11466170,2789.967980601487
114PS0152,11467200,11419.015712572522
114PS0209,11464500,8760.646768470111
114PS0229,11463900,5068.0999458272345
114PS0289,11463200,6993.513182224834
114PS0344,11467200,1543.707955764714
114PS0373,11465350,1930.9377578068638
114PS0405,11466065,373.34154557511215
114PS0485,11463980,4208.444080167912
114PS0529,11462500,6527.482113106176
114PSP009,11466170,7256.36439774805
114RC0049,11466065,315.8565226961148
114RC0049_SWAMP,11466065,315.8565226961148
114RR0066,11467200,16551.171262179076
114RR0066_SWAMP,11467200,16551.171262179076
114RR0630,11467200,6231.395725243445
114RR0804,11467200,9252.352414913803
114RR0898,11467200,11222.057651650288
114RR1041,11467200,13743.693926115793
114RR1159,11467000,13247.272136771897
114RR1310,11467000,10473.23925826285
114RR1325,11467000,10164.079891972307
114RR1515,11467000,6746.271845869697
114RR1531,11467000,6230.263400710924
114RR1599,11467000,5112.560739545329
114RR1644,11467000,4162.9512921492105
114RR1852,11467000,542.9546079369552
114RR1898,11467000,374.46091990698767
114RR2036,11467000,2979.015100806786
114RR2079,11467000,3670.4849352773663
114RR2370,11467000,9036.856464626624
114RR2401,11465350,8419.293172133403
114RR2599,11465350,4839.884326556737
114RR2655,11465350,3598.153797436207
114RR2678,11465350,3241.77096841333
114RR2769,11465350,1456.7459908743326
114RR2861,11465350,1138.1232192838092
114RR2899,11465350,1818.055123002688
114RR2940,11465350,2649.6123066134355
114RR3119,11464000,539.482577623535
114RR3173,11464000,1371.0163076846516
114RR4234,11463900,12552.242733032763
114RR4751,11463980,26294.98550887509
114RR5407,11463200,7313.517180339892
114RR5568,11463200,4612.820708069715
114RR5652,11463200,2912.9291637443525
114RR5748,11463200,2362.718279686818
114RR6273,11463000,20820.731680617875
114RR6273_SWAMP,11463000,1113.9838489536562
114RR6968,11462500,7946.068400962051
114RR7396,11462500,85.73181696263111
114RR7994,11462500,9236.597412033223
114RR8070,11461000,11762.564586016726
114RR8265,11461000,8244.827787003454
114RR8339,11461000,6805.047633146238
114RR8402,11461000,5654.763288093033
114RR8473,11461000,5707.24825632402
114RR8709,11461000,0
114RR8709_SWAMP,11461000,0
114RR9181,11461000,8771.536929113201
114RRART1,11461000,12104.036370976852
114RRAXRV,11463900,13334.107178337585
114RRDSDM,11467200,8540.603482773366
114RREFCC,11461500,1429.7456490933414
114RRHOP1,11462500,9090.682935163435
114RRRRES,11462500,4499.409410745501
114RRWCLR,11465200,7970.681185670909
114RRWCUR,11465200,8624.644003061729
114RRWOH,11467000,4858.97743652987
114RRxxxx,11461000,8845.953516685173
114RURHAT,11462000,0
114RWCAJC,11466320,34168.6236856936
114SCR1xx,11467200,13490.685372463524
114SCR2xx,11467200,12152.332853318045
114SH0826,11466800,7682.987755825083
114SH4099,11466800,9967.750600819596
114SHCLRx,11461000,7823.936591655238
114SHCNFx,11461000,8338.748260615037
114SHCURx,11461000,8611.848800967678
114SP0817,11466170,4947.164928278028
114SQCLRx,11463170,7940.182210143327
114SQCURx,11463170,16619.52105578795
114SR0082,11466320,1247.6336874370118
114SR0761,11466320,0
114SR0761_SWAMP,11466320,0
114SR1770,11466320,3078.7156132719037
114SR2971,11466200,349.7960811529472
114SR3121,11466200,117.63373543110856
114SR3184,11466200,320.54498953715483
114SR3260,11466200,562.2936815727478
114SR3260_SWAMP,11466200,618.5987467738768
114SR3320,11466200,874.7395218034112
114SR3438,11466170,967.8248190084163
114SR4055,11466065,2443.9697103790513
114SR4686,11466065,373.34154557511215
